id,Ground,location,Also knows as,Established,Named After,Capacity,End Names,Flood Lights,Home Teams,Other Sports,Pitch,Curator,Current Local Time,Playing area
ODI # 4180,https://www.espncricinfo.com/cricket-grounds/riverside-ground-chester-le-street-56901, Chester-le-Street,Emirates Durham International Cricket Ground,1995,,5000 (17000 for internationals),"Finchale End, Lumley End","Yes, Installed in 2015",Durham,,Grass,,"10:46, Sat Nov 23, 2024",
ODI # 4179,https://www.espncricinfo.com/cricket-grounds/edgbaston-birmingham-56788, Birmingham,,1882,,"24,803","Birmingham End (previously City End), Pavilion End","Yes, Installed in 2011","England, Warwickshire",,Grass,Gary Barwell,"10:45, Sat Nov 23, 2024",
ODI # 4178,https://www.espncricinfo.com/cricket-grounds/lord-s-london-57129,"St John's Wood Road,  London",Lord's Cricket Ground,1814,Thomas Lord,30000,"Pavilion End, Nursery End","Yes, 2009","Marylebone Cricket Club, Middlesex","Lacrosse, Hockey, Archery (2012 Olympics)",Grass,Mick Hunt,"10:45, Sat Nov 23, 2024",
ODI # 4177,https://www.espncricinfo.com/cricket-grounds/headingley-leeds-57092, Leeds,Headingley Grounds,1890,,17000,"Kirkstall Lane End, Football Stand End","Yes, Installed in 2015",Yorkshire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4176,https://www.espncricinfo.com/cricket-grounds/riverside-ground-chester-le-street-56901, Chester-le-Street,Emirates Durham International Cricket Ground,1995,,5000 (17000 for internationals),"Finchale End, Lumley End","Yes, Installed in 2015",Durham,,Grass,,"10:46, Sat Nov 23, 2024",
ODI # 4175,https://www.espncricinfo.com/cricket-grounds/old-trafford-manchester-57160,"Stretford,  Manchester",Emirates Old Trafford,1857,,19000,"James Anderson End, Brian Statham End","Yes, Installed in 2011",Lancashire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4174,https://www.espncricinfo.com/cricket-grounds/edgbaston-birmingham-56788, Birmingham,,1882,,"24,803","Birmingham End (previously City End), Pavilion End","Yes, Installed in 2011","England, Warwickshire",,Grass,Gary Barwell,"10:45, Sat Nov 23, 2024",
ODI # 4173,https://www.espncricinfo.com/cricket-grounds/lord-s-london-57129,"St John's Wood Road,  London",Lord's Cricket Ground,1814,Thomas Lord,30000,"Pavilion End, Nursery End","Yes, 2009","Marylebone Cricket Club, Middlesex","Lacrosse, Hockey, Archery (2012 Olympics)",Grass,Mick Hunt,"10:45, Sat Nov 23, 2024",
ODI # 4172,https://www.espncricinfo.com/cricket-grounds/the-rose-bowl-southampton-57312, Southampton,"The Utilita Bowl, West End",2001,,"6,500 (20,000 with temporary seating)","Pavilion End, Hotel End",Yes,"Hampshire, Hampshire 2nd XI",,Grass,,"10:48, Sat Nov 23, 2024",
ODI # 4171,https://www.espncricinfo.com/cricket-grounds/lord-s-london-57129,"St John's Wood Road,  London",Lord's Cricket Ground,1814,Thomas Lord,30000,"Pavilion End, Nursery End","Yes, 2009","Marylebone Cricket Club, Middlesex","Lacrosse, Hockey, Archery (2012 Olympics)",Grass,Mick Hunt,"10:45, Sat Nov 23, 2024",
ODI # 4170,https://www.espncricinfo.com/cricket-grounds/old-trafford-manchester-57160,"Stretford,  Manchester",Emirates Old Trafford,1857,,19000,"James Anderson End, Brian Statham End","Yes, Installed in 2011",Lancashire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4169,https://www.espncricinfo.com/cricket-grounds/the-rose-bowl-southampton-57312, Southampton,"The Utilita Bowl, West End",2001,,"6,500 (20,000 with temporary seating)","Pavilion End, Hotel End",Yes,"Hampshire, Hampshire 2nd XI",,Grass,,"10:48, Sat Nov 23, 2024",
ODI # 4168,https://www.espncricinfo.com/cricket-grounds/headingley-leeds-57092, Leeds,Headingley Grounds,1890,,17000,"Kirkstall Lane End, Football Stand End","Yes, Installed in 2015",Yorkshire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4166,https://www.espncricinfo.com/cricket-grounds/trent-bridge-nottingham-57219, Nottingham,Trent Bridge Ground,1841,River Trent,"15,350 (to be 17,000)","Stuart Broad End, Radcliffe Road End","Yes, installed in 2008",Nottinghamshire,Football (Nottm Forest and Notts County) 1860-1910,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4165,https://www.espncricinfo.com/cricket-grounds/edgbaston-birmingham-56788, Birmingham,,1882,,"24,803","Birmingham End (previously City End), Pavilion End","Yes, Installed in 2011","England, Warwickshire",,Grass,Gary Barwell,"10:45, Sat Nov 23, 2024",
ODI # 4163,https://www.espncricinfo.com/cricket-grounds/old-trafford-manchester-57160,"Stretford,  Manchester",Emirates Old Trafford,1857,,19000,"James Anderson End, Brian Statham End","Yes, Installed in 2011",Lancashire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4162,https://www.espncricinfo.com/cricket-grounds/the-cooper-associates-county-ground-taunton-57351,"St James Street,  Taunton","Athletic Ground, 	County Ground",1882,,6500,"River End, Old Pavilion End",Yes,Somerset,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4161,https://www.espncricinfo.com/cricket-grounds/old-trafford-manchester-57160,"Stretford,  Manchester",Emirates Old Trafford,1857,,19000,"James Anderson End, Brian Statham End","Yes, Installed in 2011",Lancashire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4160,https://www.espncricinfo.com/cricket-grounds/sophia-gardens-cardiff-56874, Cardiff,The SWALEC Stadium,,The wife of the Marquis of Bute,"5500 (15,000 after redevelopment)","River Taff End, Cathedral Road End",Yes - 2005,Glamorgan,,Grass,,"10:47, Sat Nov 23, 2024",
ODI # 4159,https://www.espncricinfo.com/cricket-grounds/kennington-oval-london-57127, London,The Oval; The AMP Oval; The Foster's Oval; The Brit Oval; The Kia Oval,1845,,23500,"Pavilion End, Vauxhall End","Yes, 2009","England, Surrey",,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4158,https://www.espncricinfo.com/cricket-grounds/the-rose-bowl-southampton-57312, Southampton,"The Utilita Bowl, West End",2001,,"6,500 (20,000 with temporary seating)","Pavilion End, Hotel End",Yes,"Hampshire, Hampshire 2nd XI",,Grass,,"10:48, Sat Nov 23, 2024",
ODI # 4157,https://www.espncricinfo.com/cricket-grounds/the-cooper-associates-county-ground-taunton-57351,"St James Street,  Taunton","Athletic Ground, 	County Ground",1882,,6500,"River End, Old Pavilion End",Yes,Somerset,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4156,https://www.espncricinfo.com/cricket-grounds/the-rose-bowl-southampton-57312, Southampton,"The Utilita Bowl, West End",2001,,"6,500 (20,000 with temporary seating)","Pavilion End, Hotel End",Yes,"Hampshire, Hampshire 2nd XI",,Grass,,"10:48, Sat Nov 23, 2024",
ODI # 4155,https://www.espncricinfo.com/cricket-grounds/kennington-oval-london-57127, London,The Oval; The AMP Oval; The Foster's Oval; The Brit Oval; The Kia Oval,1845,,23500,"Pavilion End, Vauxhall End","Yes, 2009","England, Surrey",,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4154,https://www.espncricinfo.com/cricket-grounds/the-cooper-associates-county-ground-taunton-57351,"St James Street,  Taunton","Athletic Ground, 	County Ground",1882,,6500,"River End, Old Pavilion End",Yes,Somerset,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4153,https://www.espncricinfo.com/cricket-grounds/sophia-gardens-cardiff-56874, Cardiff,The SWALEC Stadium,,The wife of the Marquis of Bute,"5500 (15,000 after redevelopment)","River Taff End, Cathedral Road End",Yes - 2005,Glamorgan,,Grass,,"10:47, Sat Nov 23, 2024",
ODI # 4152,https://www.espncricinfo.com/cricket-grounds/trent-bridge-nottingham-57219, Nottingham,Trent Bridge Ground,1841,River Trent,"15,350 (to be 17,000)","Stuart Broad End, Radcliffe Road End","Yes, installed in 2008",Nottinghamshire,Football (Nottm Forest and Notts County) 1860-1910,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4151,https://www.espncricinfo.com/cricket-grounds/kennington-oval-london-57127, London,The Oval; The AMP Oval; The Foster's Oval; The Brit Oval; The Kia Oval,1845,,23500,"Pavilion End, Vauxhall End","Yes, 2009","England, Surrey",,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4150,https://www.espncricinfo.com/cricket-grounds/the-rose-bowl-southampton-57312, Southampton,"The Utilita Bowl, West End",2001,,"6,500 (20,000 with temporary seating)","Pavilion End, Hotel End",Yes,"Hampshire, Hampshire 2nd XI",,Grass,,"10:48, Sat Nov 23, 2024",
ODI # 4149,https://www.espncricinfo.com/cricket-grounds/sophia-gardens-cardiff-56874, Cardiff,The SWALEC Stadium,,The wife of the Marquis of Bute,"5500 (15,000 after redevelopment)","River Taff End, Cathedral Road End",Yes - 2005,Glamorgan,,Grass,,"10:47, Sat Nov 23, 2024",
ODI # 4148,https://www.espncricinfo.com/cricket-grounds/trent-bridge-nottingham-57219, Nottingham,Trent Bridge Ground,1841,River Trent,"15,350 (to be 17,000)","Stuart Broad End, Radcliffe Road End","Yes, installed in 2008",Nottinghamshire,Football (Nottm Forest and Notts County) 1860-1910,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4147,https://www.espncricinfo.com/cricket-grounds/kennington-oval-london-57127, London,The Oval; The AMP Oval; The Foster's Oval; The Brit Oval; The Kia Oval,1845,,23500,"Pavilion End, Vauxhall End","Yes, 2009","England, Surrey",,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4146,https://www.espncricinfo.com/cricket-grounds/county-ground-bristol-56831,"Bishopston,  Bristol",The Royal & Sun Alliance County Ground; Ashley Down Ground; Fry's Ground; Phoenix County Ground,1889,,"7000 (15,000 ODIs)","Pavilion End, Ashley Down Road End",Installed in 2016,Gloucestershire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4145,https://www.espncricinfo.com/cricket-grounds/sophia-gardens-cardiff-56874, Cardiff,The SWALEC Stadium,,The wife of the Marquis of Bute,"5500 (15,000 after redevelopment)","River Taff End, Cathedral Road End",Yes - 2005,Glamorgan,,Grass,,"10:47, Sat Nov 23, 2024",
ODI # 4144,https://www.espncricinfo.com/cricket-grounds/trent-bridge-nottingham-57219, Nottingham,Trent Bridge Ground,1841,River Trent,"15,350 (to be 17,000)","Stuart Broad End, Radcliffe Road End","Yes, installed in 2008",Nottinghamshire,Football (Nottm Forest and Notts County) 1860-1910,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4143,https://www.espncricinfo.com/cricket-grounds/kennington-oval-london-57127, London,The Oval; The AMP Oval; The Foster's Oval; The Brit Oval; The Kia Oval,1845,,23500,"Pavilion End, Vauxhall End","Yes, 2009","England, Surrey",,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4705,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851,"Motera,  Ahmedabad","Gujarat Stadium, Sardar Patel Stadium",1982,,"132,000","Adani Pavilion End, Jio End",Yes,Gujarat,,,Bagira Thakur,"16:15, Sat Nov 23, 2024",
ODI # 4704,https://www.espncricinfo.com/cricket-grounds/eden-gardens-kolkata-57980, Kolkata,,1864,,"66,000","High Court End, Pavilion End",Yes,,,Grass,Probir Mukherjee,"16:15, Sat Nov 23, 2024",
ODI # 4703,https://www.espncricinfo.com/cricket-grounds/wankhede-stadium-mumbai-58324, Mumbai,,1974,,"32,000","Garware Pavilion End, Tata End",Yes,Mumbai,,Grass,,"16:15, Sat Nov 23, 2024",
ODI # 4702,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 4701,https://www.espncricinfo.com/cricket-grounds/eden-gardens-kolkata-57980, Kolkata,,1864,,"66,000","High Court End, Pavilion End",Yes,,,Grass,Probir Mukherjee,"16:15, Sat Nov 23, 2024",
ODI # 4700,https://www.espncricinfo.com/cricket-grounds/maharashtra-cricket-association-stadium-pune-545380, Pune,Subrata Roy Sahara Stadium,,,,"Pavilion End, Hill End",Yes,,,Grass,,"16:18, Sat Nov 23, 2024",
ODI # 4699,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851,"Motera,  Ahmedabad","Gujarat Stadium, Sardar Patel Stadium",1982,,"132,000","Adani Pavilion End, Jio End",Yes,Gujarat,,,Bagira Thakur,"16:15, Sat Nov 23, 2024",
ODI # 4698,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 4697,https://www.espncricinfo.com/cricket-grounds/maharashtra-cricket-association-stadium-pune-545380, Pune,Subrata Roy Sahara Stadium,,,,"Pavilion End, Hill End",Yes,,,Grass,,"16:18, Sat Nov 23, 2024",
ODI # 4696,https://www.espncricinfo.com/cricket-grounds/wankhede-stadium-mumbai-58324, Mumbai,,1974,,"32,000","Garware Pavilion End, Tata End",Yes,Mumbai,,Grass,,"16:15, Sat Nov 23, 2024",
ODI # 4695,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 4694,https://www.espncricinfo.com/cricket-grounds/eden-gardens-kolkata-57980, Kolkata,,1864,,"66,000","High Court End, Pavilion End",Yes,,,Grass,Probir Mukherjee,"16:15, Sat Nov 23, 2024",
ODI # 4693,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851,"Motera,  Ahmedabad","Gujarat Stadium, Sardar Patel Stadium",1982,,"132,000","Adani Pavilion End, Jio End",Yes,Gujarat,,,Bagira Thakur,"16:15, Sat Nov 23, 2024",
ODI # 4692,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 4691,https://www.espncricinfo.com/cricket-grounds/bharat-ratna-shri-atal-bihari-vajpayee-ekana-cricket-stadium-lucknow-1070094, Lucknow,"Ekana International Cricket Stadium, Lucknow",2017,,"50,000","North End,  South End",Yes,Uttar Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4690,https://www.espncricinfo.com/cricket-grounds/wankhede-stadium-mumbai-58324, Mumbai,,1974,,"32,000","Garware Pavilion End, Tata End",Yes,Mumbai,,Grass,,"16:15, Sat Nov 23, 2024",
ODI # 4689,https://www.espncricinfo.com/cricket-grounds/maharashtra-cricket-association-stadium-pune-545380, Pune,Subrata Roy Sahara Stadium,,,,"Pavilion End, Hill End",Yes,,,Grass,,"16:18, Sat Nov 23, 2024",
ODI # 4688,https://www.espncricinfo.com/cricket-grounds/eden-gardens-kolkata-57980, Kolkata,,1864,,"66,000","High Court End, Pavilion End",Yes,,,Grass,Probir Mukherjee,"16:15, Sat Nov 23, 2024",
ODI # 4687,https://www.espncricinfo.com/cricket-grounds/maharashtra-cricket-association-stadium-pune-545380, Pune,Subrata Roy Sahara Stadium,,,,"Pavilion End, Hill End",Yes,,,Grass,,"16:18, Sat Nov 23, 2024",
ODI # 4686,https://www.espncricinfo.com/cricket-grounds/bharat-ratna-shri-atal-bihari-vajpayee-ekana-cricket-stadium-lucknow-1070094, Lucknow,"Ekana International Cricket Stadium, Lucknow",2017,,"50,000","North End,  South End",Yes,Uttar Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4685,https://www.espncricinfo.com/cricket-grounds/eden-gardens-kolkata-57980, Kolkata,,1864,,"66,000","High Court End, Pavilion End",Yes,,,Grass,Probir Mukherjee,"16:15, Sat Nov 23, 2024",
ODI # 4684,https://www.espncricinfo.com/cricket-grounds/himachal-pradesh-cricket-association-stadium-dharamsala-58056, Dharamsala,"Dharamshala Cricket Stadium, HPCA Stadium",2003,,21200,"River End, College End",Yes,Himachal Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4683,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 4682,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 4681,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 4680,https://www.espncricinfo.com/cricket-grounds/wankhede-stadium-mumbai-58324, Mumbai,,1974,,"32,000","Garware Pavilion End, Tata End",Yes,Mumbai,,Grass,,"16:15, Sat Nov 23, 2024",
ODI # 4679,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 4678,https://www.espncricinfo.com/cricket-grounds/himachal-pradesh-cricket-association-stadium-dharamsala-58056, Dharamsala,"Dharamshala Cricket Stadium, HPCA Stadium",2003,,21200,"River End, College End",Yes,Himachal Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4677,https://www.espncricinfo.com/cricket-grounds/wankhede-stadium-mumbai-58324, Mumbai,,1974,,"32,000","Garware Pavilion End, Tata End",Yes,Mumbai,,Grass,,"16:15, Sat Nov 23, 2024",
ODI # 4676,https://www.espncricinfo.com/cricket-grounds/bharat-ratna-shri-atal-bihari-vajpayee-ekana-cricket-stadium-lucknow-1070094, Lucknow,"Ekana International Cricket Stadium, Lucknow",2017,,"50,000","North End,  South End",Yes,Uttar Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4675,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 4674,https://www.espncricinfo.com/cricket-grounds/maharashtra-cricket-association-stadium-pune-545380, Pune,Subrata Roy Sahara Stadium,,,,"Pavilion End, Hill End",Yes,,,Grass,,"16:18, Sat Nov 23, 2024",
ODI # 4673,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 4672,https://www.espncricinfo.com/cricket-grounds/himachal-pradesh-cricket-association-stadium-dharamsala-58056, Dharamsala,"Dharamshala Cricket Stadium, HPCA Stadium",2003,,21200,"River End, College End",Yes,Himachal Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4671,https://www.espncricinfo.com/cricket-grounds/bharat-ratna-shri-atal-bihari-vajpayee-ekana-cricket-stadium-lucknow-1070094, Lucknow,"Ekana International Cricket Stadium, Lucknow",2017,,"50,000","North End,  South End",Yes,Uttar Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4670,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 4669,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851,"Motera,  Ahmedabad","Gujarat Stadium, Sardar Patel Stadium",1982,,"132,000","Adani Pavilion End, Jio End",Yes,Gujarat,,,Bagira Thakur,"16:15, Sat Nov 23, 2024",
ODI # 4668,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 4667,https://www.espncricinfo.com/cricket-grounds/bharat-ratna-shri-atal-bihari-vajpayee-ekana-cricket-stadium-lucknow-1070094, Lucknow,"Ekana International Cricket Stadium, Lucknow",2017,,"50,000","North End,  South End",Yes,Uttar Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4666,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 4665,https://www.espncricinfo.com/cricket-grounds/rajiv-gandhi-international-stadium-uppal-hyderabad-58142, Hyderabad,Visaka International Cricket Stadium Ground,2004,Rajiv Gandhi,,"Pavilion End, North End","Six towers, completed April 7, 2008",Hyderabad (India),,Grass,,"16:19, Sat Nov 23, 2024",
ODI # 4664,https://www.espncricinfo.com/cricket-grounds/himachal-pradesh-cricket-association-stadium-dharamsala-58056, Dharamsala,"Dharamshala Cricket Stadium, HPCA Stadium",2003,,21200,"River End, College End",Yes,Himachal Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4663,https://www.espncricinfo.com/cricket-grounds/rajiv-gandhi-international-stadium-uppal-hyderabad-58142, Hyderabad,Visaka International Cricket Stadium Ground,2004,Rajiv Gandhi,,"Pavilion End, North End","Six towers, completed April 7, 2008",Hyderabad (India),,Grass,,"16:19, Sat Nov 23, 2024",
ODI # 4662,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 4661,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 4660,https://www.espncricinfo.com/cricket-grounds/himachal-pradesh-cricket-association-stadium-dharamsala-58056, Dharamsala,"Dharamshala Cricket Stadium, HPCA Stadium",2003,,21200,"River End, College End",Yes,Himachal Pradesh,,,,"16:18, Sat Nov 23, 2024",
ODI # 4659,https://www.espncricinfo.com/cricket-grounds/rajiv-gandhi-international-stadium-uppal-hyderabad-58142, Hyderabad,Visaka International Cricket Stadium Ground,2004,Rajiv Gandhi,,"Pavilion End, North End","Six towers, completed April 7, 2008",Hyderabad (India),,Grass,,"16:19, Sat Nov 23, 2024",
ODI # 4658,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851,"Motera,  Ahmedabad","Gujarat Stadium, Sardar Patel Stadium",1982,,"132,000","Adani Pavilion End, Jio End",Yes,Gujarat,,,Bagira Thakur,"16:15, Sat Nov 23, 2024",
